ID,Code,Progress,Q1,Q1_other,Q2,Q2_other,Q3,Q4,Q4_other,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14,Q15,Q15_other,Q16,Q17_1,Q18,Q18_other,Q19,Q20,Q20_size,Q21_1,Q21_2,Q22,Q23_1,Q24,Q25_1,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q30,Q31,Q32,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q35,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q37,Q38_1,Q38_2,Q38_3,Q38_4,Q39,Q40,Q41,Q42,Q43,Q43_other
60,GP1,100,Fresh produce,NA,Facility manager,NA,No,NA,NA,"1 -
Not at all concerning","5 -
Extremely concerning","2 -
Slightly concerning","2 -
Slightly concerning","5 -
Extremely concerning","4 -
Very concerning","3 -
Moderately concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning",NA,"5 -
Extremely challenging","5 -
Extremely challenging",Do not know,"5 -
Extremely challenging","5 -
Extremely challenging",Take out the additional unemployment and people will go back to work. The long that remains the long the labor shortage will remain,"2 -
Slightly important","2 -
Slightly important","2 -
Slightly important","3 -
Moderately important","5 -
Extremely important","5 -
Extremely important","In regards to food industry, zero cases food to people, people to food must be communicated to public",Do not know,"5 -
Extremely important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","Let people do the right thing, stop the abuse of power","1 -
Not at all important","3 -
Moderately important","2 -
Slightly important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important",I have 3 people of which one is my child. We have been around each other this entire year no one got covid,Fresh produce,NA,Year round,NA,Processor ,NA,NA,Less than 10,Small,25,0,No,NA,No,NA,5%,"1 -
No risk","1 -
No risk","1 -
No risk","1 -
No risk","1 -
No risk","1 -
No risk",We are small and are cross trained,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning",Not concerned,Extend the number of work hours for remaining workers,Yes,Discontinue additional unemployment benefits ,No,No,No,No,No,No,No,There are 3 people in a 1400 square ft space I am not concerned ,Yes,No,"Yes, but only partially/ temporarily",No,No,Each employee is 100 ft away from each other or in a separate room. Not needed,No,No,No,Yes,I can see everyone most of the time. It is ok,N/A,No,N/A,This is our unique facility/operation,NA
61,GP1,100,Other,Food processing,C-suite,NA,No,NA,NA,"4 -
Very concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","5 -
Extremely concerning",NA,"5 -
Extremely challenging","5 -
Extremely challenging","5 -
Extremely challenging","5 -
Extremely challenging","5 -
Extremely challenging",NA,"4 -
Very important","1 -
Not at all important","2 -
Slightly important","3 -
Moderately important","2 -
Slightly important","2 -
Slightly important",NA,"1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important","1 -
Not at all important",NA,"3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","1 -
Not at all important","2 -
Slightly important","2 -
Slightly important",NA,Other,Food processing,NA,NA,NA,NA,NA,1-49,Small,10,2,No,NA,No,NA,20%,"3 -
Moderate risk","2 -
Low risk","2 -
Low risk","2 -
Low risk","2 -
Low risk","3 -
Moderate risk",NA,"1 -
Not at all concerning","1 -
Not at all concerning","4 -
Very concerning","2 -
Slightly concerning","3 -
Moderately concerning","3 -
Moderately concerning","5 -
Extremely concerning",NA,"Extend the number of work hours for remaining workers,Backfill by reorganizing personnel in the same facility",Yes,NA,Yes,Yes,No,No,Yes,No,No,NA,No,Yes,Yes,No,No,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,I am mostly familiar with this facility/operation,NA
62,GP1,100,Other,Spirits,C-suite,NA,Yes,"Operations/production has been reduced/cut back,Major changes in operational staffing control and protection protocols",NA,"1 -
Not at all concerning","5 -
Extremely concerning","1 -
Not at all concerning","1 -
Not at all concerning","4 -
Very concerning","4 -
Very concerning","2 -
Slightly concerning","4 -
Very concerning","5 -
Extremely concerning","4 -
Very concerning",NA,"5 -
Extremely challenging","5 -
Extremely challenging","2 -
Slightly challenging","5 -
Extremely challenging","5 -
Extremely challenging",recent events in Minneapolis have shown the difficulties certain minorities group face and this is pushing the industry to reevaluate the recruiting process to ensure unbiased hiring practices. ,"4 -
Very important","2 -
Slightly important","4 -
Very important","2 -
Slightly important","2 -
Slightly important","5 -
Extremely important",no ROI assessments have been made in effective mitigation techniques; their have been no incentives to implement mitigation techniques; no enforcement on simple requirements led many not to implement effective measurements,"4 -
Very important","4 -
Very important","5 -
Extremely important","3 -
Moderately important","1 -
Not at all important","5 -
Extremely important",not sure,"4 -
Very important","4 -
Very important","5 -
Extremely important","3 -
Moderately important","5 -
Extremely important","5 -
Extremely important",none,Other,"beverage, spirits",NA,NA,NA,NA,NA,Less than 10,Small,10,0,No,NA,No,NA,50%,"5 - 
Very high risk","3 -
Moderate risk","3 -
Moderate risk","4 -
High risk","3 -
Moderate risk","3 -
Moderate risk",not in our business,Do not know,"1 -
Not at all concerning","2 -
Slightly concerning","1 -
Not at all concerning","1 -
Not at all concerning","3 -
Moderately concerning","5 -
Extremely concerning",customer facing interactions,Backfill by reorganizing personnel in the same facility,Yes,NA,Yes,Yes,Yes,No,Yes,Yes,No,NA,Yes,Yes,Yes,Yes,Yes,"as a food (craft distillery) processing facility with cocktail lounge, safety of our employees and our customers were at the utmost importance. Most grant money was reinvested into safety measure to ensure a safe work environment and reduce turn-over/workers absence",Yes,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",Yes,NA,NA,NA,NA,This is our strategically important facility/operation,NA
63,GP1,100,Other,Manufacturing Shelf Stable Foods,C-suite,NA,Yes,"Operations/production has been reduced/cut back,Other:",All Farmers Markets & Food Shows were cancelled in 2020,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning","1 -
Not at all concerning","1 -
Not at all concerning","3 -
Moderately concerning","1 -
Not at all concerning","2 -
Slightly concerning","We are a food business that relies on sampling our products at Farmers Markets and Food Trade Shows. The ""NO-Sampling"" rule has really hurt our sales","1 -
Not at all challenging","1 -
Not at all challenging","1 -
Not at all challenging","1 -
Not at all challenging","1 -
Not at all challenging","Sales are way down, so that has not been a challenge for us.","4 -
Very important","1 -
Not at all important","2 -
Slightly important","5 -
Extremely important","2 -
Slightly important","4 -
Very important",NA,"3 -
Moderately important","3 -
Moderately important","4 -
Very important","4 -
Very important","2 -
Slightly important","4 -
Very important",NA,"3 -
Moderately important","4 -
Very important","3 -
Moderately important","2 -
Slightly important","2 -
Slightly important","3 -
Moderately important",NA,Other,Shelf stable products,NA,NA,NA,NA,NA,Less than 10,Small,100,0,No,NA,No,NA,Do not know,"1 -
No risk","1 -
No risk","1 -
No risk","1 -
No risk",Not applicable,Not applicable,NA,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning",NA,Backfill by reorganizing personnel in the same facility,No,Everyone in the facility is cross trained to perform all jobs ,Yes,No,No,No,No,Yes,No,"All employees are very diligent in following the rules, so We do not feel we need to worry as much",Yes,Yes,Yes,No,Yes,We felt the cost of a new or upgraded ventilation system was not justified with all of the other precautions already in place.,Yes,No,No,No,We all have been and continue to be very careful and healthy.,NA,NA,NA,This is our strategically important facility/operation,NA
64,GP4,100,Other,frozen fruits,Corporate food safety and quality,NA,Yes,"Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"1 -
Not at all concerning","5 -
Extremely concerning","2 -
Slightly concerning","1 -
Not at all concerning","2 -
Slightly concerning","4 -
Very concerning","2 -
Slightly concerning","5 -
Extremely concerning","2 -
Slightly concerning","5 -
Extremely concerning",NA,"4 -
Very challenging","4 -
Very challenging","4 -
Very challenging","3 -
Moderately challenging","3 -
Moderately challenging",NA,"1 -
Not at all important","1 -
Not at all important","2 -
Slightly important","3 -
Moderately important","4 -
Very important","3 -
Moderately important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","5 -
Extremely important","5 -
Extremely important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","3 -
Moderately important","3 -
Moderately important","4 -
Very important",NA,Other,frozen fruits,NA,NA,NA,NA,NA,100-249,Medium,25,1,Yes,50%,No,NA,20%,"3 -
Moderate risk","3 -
Moderate risk","3 -
Moderate risk","4 -
High risk","2 -
Low risk","2 -
Low risk",NA,"4 -
Very concerning","4 -
Very concerning","4 -
Very concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning",NA,"Extend the number of work hours for remaining workers,Backfill by reorganizing personnel in the same facility",Yes,NA,"Yes, but only partially/ temporarily",Yes,Yes,No,"Yes, but only partially/ temporarily",Yes,"Yes, but only partially/ temporarily",NA,Yes,Yes,Yes,No,No,NA,Yes,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",Yes,NA,"Performing ""Mock"" positive exercises to gauge effectiveness of protocols",Yes,NA,I am mostly familiar with this facility/operation,NA
65,GP4,100,"Fresh produce,Other",Vegetable processing ,Facility manager,NA,Yes,"Operations/production has been reduced/cut back,Implemented robotics, sensors, automation, and/or computer modeling,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"5 -
Extremely concerning","5 -
Extremely concerning","4 -
Very concerning","2 -
Slightly concerning","4 -
Very concerning","2 -
Slightly concerning","1 -
Not at all concerning","2 -
Slightly concerning","3 -
Moderately concerning","5 -
Extremely concerning",NA,"4 -
Very challenging","4 -
Very challenging","4 -
Very challenging","4 -
Very challenging","4 -
Very challenging",Transportation.  Childcare ,"3 -
Moderately important","4 -
Very important","2 -
Slightly important","4 -
Very important","3 -
Moderately important","3 -
Moderately important",NA,"3 -
Moderately important","3 -
Moderately important","4 -
Very important","5 -
Extremely important","5 -
Extremely important","3 -
Moderately important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","3 -
Moderately important",NA,Other,Vegetable processing ,NA,NA,NA,NA,NA,100-249,Medium,25,5,No,NA,No,NA,15%,"3 -
Moderate risk","3 -
Moderate risk","4 -
High risk","4 -
High risk","5 - 
Very high risk","5 - 
Very high risk",NA,"3 -
Moderately concerning","4 -
Very concerning","4 -
Very concerning","2 -
Slightly concerning","4 -
Very concerning","3 -
Moderately concerning","3 -
Moderately concerning",NA,"Extend the number of work hours for remaining workers,Backfill with emergency personnel from third-party companies,Backfill by reorganizing personnel in the same facility",Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,We applied them all,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Oxygen testing.  Communication. Wellness doctor visits. Pre employment covid testing.  Free covid testing paid by company for anyone. Free masks and items to take home including sanitizers ,Yes,NA,This is our unique facility/operation,NA
66,GP4,100,Other,Frozen fruit,Corporate food safety and quality,NA,Yes,"Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols,Other:",Sales declined in some traditional segments,"1 -
Not at all concerning","4 -
Very concerning","3 -
Moderately concerning","3 -
Moderately concerning","2 -
Slightly concerning",NA,"1 -
Not at all concerning",NA,"3 -
Moderately concerning",NA,NA,"3 -
Moderately challenging","3 -
Moderately challenging","1 -
Not at all challenging","4 -
Very challenging","4 -
Very challenging",NA,"4 -
Very important","2 -
Slightly important","4 -
Very important","3 -
Moderately important","4 -
Very important","4 -
Very important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","3 -
Moderately important","3 -
Moderately important","4 -
Very important",NA,Other,Frozen fruit,NA,NA,NA,NA,NA,100-249,Medium,45,0,No,NA,No,NA,15%,"2 -
Low risk","3 -
Moderate risk","3 -
Moderate risk","4 -
High risk","3 -
Moderate risk","4 -
High risk",NA,"4 -
Very concerning","4 -
Very concerning","2 -
Slightly concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","4 -
Very concerning",NA,"Extend the number of work hours for remaining workers,Backfill with emergency personnel from third-party companies",Yes,NA,Yes,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",No,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,No,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,This is our typical facility/operation,NA
67,GP6,100,Fresh produce,NA,Facility manager,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"1 -
Not at all concerning","4 -
Very concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning","3 -
Moderately concerning","1 -
Not at all concerning","2 -
Slightly concerning","2 -
Slightly concerning","4 -
Very concerning",NA,"3 -
Moderately challenging","4 -
Very challenging","1 -
Not at all challenging","2 -
Slightly challenging","3 -
Moderately challenging",NA,"3 -
Moderately important","3 -
Moderately important","2 -
Slightly important","4 -
Very important","3 -
Moderately important","3 -
Moderately important",NA,"2 -
Slightly important","4 -
Very important","4 -
Very important","3 -
Moderately important","3 -
Moderately important","5 -
Extremely important",NA,"3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important",NA,Fresh produce,NA,Year round,NA,Processor ,NA,NA,100-249,Medium,15,1,No,NA,No,NA,10%,"3 -
Moderate risk","4 -
High risk","5 - 
Very high risk","3 -
Moderate risk","3 -
Moderate risk","3 -
Moderate risk",NA,"1 -
Not at all concerning","2 -
Slightly concerning","4 -
Very concerning","2 -
Slightly concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning",NA,Extend the number of work hours for remaining workers,Yes,NA,Yes,Yes,Yes,"Yes, but only partially/ temporarily",Yes,Yes,No,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,I am mostly familiar with this facility/operation,NA
68,SM1,100,Fresh produce,NA,C-suite,NA,Yes,"Operations/production has been reduced/cut back,Implemented robotics, sensors, automation, and/or computer modeling",NA,"4 -
Very concerning","3 -
Moderately concerning","4 -
Very concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning",NA,"3 -
Moderately challenging","4 -
Very challenging","4 -
Very challenging","3 -
Moderately challenging","3 -
Moderately challenging",NA,"3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","3 -
Moderately important","4 -
Very important",NA,"3 -
Moderately important","4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important",NA,"4 -
Very important","4 -
Very important","4 -
Very important","4 -
Very important","3 -
Moderately important","3 -
Moderately important",NA,Fresh produce,NA,Year round,NA,Grower,NA,NA,More than 2000 ,Large,NA,NA,Yes,NA,Yes,NA,30%,"3 -
Moderate risk","3 -
Moderate risk","2 -
Low risk","2 -
Low risk","2 -
Low risk","2 -
Low risk",NA,"3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning",NA,Extend the number of work hours for remaining workers,Yes,NA,No,No,No,No,No,No,No,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,I am mostly familiar with this facility/operation,NA
69,SM1,100,Dairy,NA,Facility manager,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"5 -
Extremely concerning","4 -
Very concerning","4 -
Very concerning","4 -
Very concerning","4 -
Very concerning","3 -
Moderately concerning","2 -
Slightly concerning","2 -
Slightly concerning","2 -
Slightly concerning","3 -
Moderately concerning",NA,"4 -
Very challenging","4 -
Very challenging",Do not know,"3 -
Moderately challenging","4 -
Very challenging",NA,"3 -
Moderately important","4 -
Very important","4 -
Very important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","3 -
Moderately important","3 -
Moderately important","5 -
Extremely important",NA,"4 -
Very important","4 -
Very important","5 -
Extremely important","3 -
Moderately important","2 -
Slightly important","3 -
Moderately important",NA,Dairy,NA,NA,NA,NA,NA,NA,100-249,Medium,30,0,No,NA,No,NA,10%,"3 -
Moderate risk","2 -
Low risk","2 -
Low risk","2 -
Low risk","3 -
Moderate risk","3 -
Moderate risk",NA,"4 -
Very concerning","4 -
Very concerning","3 -
Moderately concerning","1 -
Not at all concerning","2 -
Slightly concerning","3 -
Moderately concerning","2 -
Slightly concerning",NA,Extend the number of work hours for remaining workers,Yes,NA,Yes,Yes,Yes,"Yes, but only partially/ temporarily",Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Conducting Rapid Testing WEEKLY ,Yes,NA,This facility/operation has been impacted greatly by COVID-19,NA
70,SM2,100,Fresh produce,NA,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning","3 -
Moderately concerning","4 -
Very concerning","4 -
Very concerning","3 -
Moderately concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning",NA,"4 -
Very challenging","4 -
Very challenging","5 -
Extremely challenging","4 -
Very challenging","5 -
Extremely challenging",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,"4 -
Very important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","3 -
Moderately important","3 -
Moderately important","5 -
Extremely important",NA,Fresh produce,NA,Seasonally,Nov 16- April 03,Grower and Field packer,NA,NA,1-49,Small,0,0,Yes,30%,No,NA,15%,"5 - 
Very high risk",Not applicable,"5 - 
Very high risk","5 - 
Very high risk","5 - 
Very high risk","4 -
High risk",NA,"5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning","5 -
Extremely concerning",NA,Backfill with emergency personnel from third-party companies,Yes,NA,No,Yes,Yes,Yes,"Yes, but only partially/ temporarily",Yes,Yes,NA,Yes,Yes,Yes,No,No,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,I am mostly familiar with this facility/operation,NA
71,SM2,100,Dairy,NA,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Operations/production has expanded,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"2 -
Slightly concerning","3 -
Moderately concerning","4 -
Very concerning","3 -
Moderately concerning","1 -
Not at all concerning","3 -
Moderately concerning","1 -
Not at all concerning","2 -
Slightly concerning","3 -
Moderately concerning","3 -
Moderately concerning","Lack of industry specific guidance for food industry masking, face shields and combo use. ","3 -
Moderately challenging","3 -
Moderately challenging",Do not know,"3 -
Moderately challenging","4 -
Very challenging",NA,"4 -
Very important","4 -
Very important","4 -
Very important","3 -
Moderately important","4 -
Very important","3 -
Moderately important",NA,"5 -
Extremely important","5 -
Extremely important","4 -
Very important","4 -
Very important","4 -
Very important","3 -
Moderately important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","4 -
Very important","5 -
Extremely important",NA,Dairy,NA,NA,NA,NA,NA,NA,More than 2000 ,Large,60,10,No,NA,No,NA,40%,"4 -
High risk","3 -
Moderate risk","3 -
Moderate risk","3 -
Moderate risk","3 -
Moderate risk","5 - 
Very high risk",NA,"1 -
Not at all concerning","1 -
Not at all concerning","4 -
Very concerning","3 -
Moderately concerning","4 -
Very concerning","4 -
Very concerning","5 -
Extremely concerning",Employee behaviors have been the most challenging. At work as well as outside of work. ,"Extend the number of work hours for remaining workers,Backfill with emergency personnel from third-party companies,Backfill by reorganizing personnel in the same facility",Yes,NA,Yes,Yes,Yes,"Yes, but only partially/ temporarily",Yes,Yes,No,NA,Yes,Yes,Yes,No,No,"Leadership not willing to make decisions, no CDC guidance on benefits for doing more than normally done. Mask usage yes, face shields no due to no CDC guidance for combo. No advisement on managing ventilation and filtering. ",Yes,No,Yes,Yes,NA,Temperature cameras to eliminate personal contact of screeners,"Yes, but only partially/ temporally","Lack of space. Multiple entry points, space to adequately set up at several manufacturing sites. Very old infrastructure not amenable to new technologies.",Other,Oversight for crisis management of the pandemic at all facilities.
72,SM2,100,"Fresh produce,Dairy,Beef/Pork,Poultry",NA,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Major changes in operational staffing control and protection protocols",NA,"4 -
Very concerning","5 -
Extremely concerning","4 -
Very concerning","4 -
Very concerning","3 -
Moderately concerning","3 -
Moderately concerning","3 -
Moderately concerning","5 -
Extremely concerning","3 -
Moderately concerning","4 -
Very concerning","The bigger the food producer, the more likely to observe failures in preventative controls, including risk-reduction measures for Coronavirus SARS-II exposure and cross-transmission to fellow coworkers.  Inspecting facilities for Food Safety issues also has exposed continual, chronic GMP and pre-requisite issues (including effective sanitation).","4 -
Very challenging","3 -
Moderately challenging","3 -
Moderately challenging","5 -
Extremely challenging","5 -
Extremely challenging","Wages and working conditions are not acceptable, nor sustainable, in some areas of the country, including the Central Valley of California.","5 -
Extremely important","5 -
Extremely important","4 -
Very important","3 -
Moderately important","4 -
Very important","4 -
Very important","Vaccination of ""front-line"" clinical workers needs to also be re-prioritized to include all of the front-line food handlers.","4 -
Very important","4 -
Very important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,"4 -
Very important","5 -
Extremely important","5 -
Extremely important","3 -
Moderately important","4 -
Very important","4 -
Very important",NA,Other,I inspect many food facilities in all industry sectors,NA,NA,NA,NA,NA,Prefer not to answer,NA,40,10,Yes,varies with location and labor force available,Yes,"in some cases, perhaps 25 - 30% of workers are provided group transportation",Do not know,"4 -
High risk","2 -
Low risk","3 -
Moderate risk","3 -
Moderate risk","2 -
Low risk","4 -
High risk","Depends on the facility.  In some cases, pest control and facility grounds control are being compromised - adding to risks for insect, bird, rodent and even mammals to infiltrate food facilities.","3 -
Moderately concerning","3 -
Moderately concerning","5 -
Extremely concerning","3 -
Moderately concerning","5 -
Extremely concerning","4 -
Very concerning","4 -
Very concerning","Yes.  The ""Pre-operational Inspection Dance""...where Maintenance/Engineering, QA, Sanitation and also Federal inspectors are ALL interacting and inspecting/releasing areas for daily food production.  This timeframe varies, is often around 4 or 5 a.m. and is incredibly chaotic at times.  Social distancing is nearly impossible during equipment cleaning inspections and follow up corrective cleaning actions.  Same goes for repairs or preventative maintenance procedures occurring during QA pre-op inspections.","Extend the number of work hours for remaining workers,Backfill by reorganizing personnel in the same facility",Yes,NA,"Yes, but only partially/ temporarily",Yes,Yes,"Yes, but only partially/ temporarily",Yes,Yes,"Yes, but only partially/ temporarily",NA,Yes,Yes,Yes,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",NA,"Yes, but only partially/ temporarily","Yes, but only partially/ temporarily",No,Yes,"Contact tracing and home quarantine of ""test positive"" workers has not been implemented in many facilities.",NA,NA,NA,Other,"As a Food Safety Microbiologist, it is important for everyone to observe, record findings and look for opportunities for improvements.  This is key for our global food system."
73,SM2,100,"Fresh produce,Dairy,Beef/Pork,Poultry",NA,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"4 -
Very concerning","4 -
Very concerning","3 -
Moderately concerning","3 -
Moderately concerning","2 -
Slightly concerning","4 -
Very concerning","3 -
Moderately concerning","4 -
Very concerning","4 -
Very concerning","5 -
Extremely concerning",NA,"5 -
Extremely challenging","5 -
Extremely challenging","4 -
Very challenging","5 -
Extremely challenging","5 -
Extremely challenging",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,"5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important","3 -
Moderately important","5 -
Extremely important",NA,"3 -
Moderately important","5 -
Extremely important","3 -
Moderately important","4 -
Very important","5 -
Extremely important","4 -
Very important",W,Dairy,NA,NA,NA,NA,NA,NA,100-249,Medium,NA,NA,No,NA,No,NA,10%,"4 -
High risk","5 - 
Very high risk","5 - 
Very high risk","4 -
High risk","5 - 
Very high risk","5 - 
Very high risk",NA,Do not know,Do not know,NA,"3 -
Moderately concerning","4 -
Very concerning",NA,"5 -
Extremely concerning",NA,"Backfill with emergency personnel from third-party companies,Backfill by reorganizing personnel in the same facility",Yes,NA,Yes,Yes,Yes,"Yes, but only partially/ temporarily",Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,This is our strategically important facility/operation,NA
74,SM2,100,Other,Resturants,Corporate food safety and quality,NA,Yes,"Operations/production has been reduced/cut back,Management/corporate employees working remotely,Major changes in operational staffing control and protection protocols",NA,"4 -
Very concerning","3 -
Moderately concerning",Do not know,"1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","1 -
Not at all concerning","2 -
Slightly concerning","3 -
Moderately concerning","4 -
Very concerning",NA,"1 -
Not at all challenging","3 -
Moderately challenging","1 -
Not at all challenging","3 -
Moderately challenging","3 -
Moderately challenging",NA,"4 -
Very important","1 -
Not at all important","3 -
Moderately important","5 -
Extremely important","5 -
Extremely important","5 -
Extremely important",NA,"3 -
Moderately important","4 -
Very important","4 -
Very important","5 -
Extremely important","4 -
Very important","5 -
Extremely important",NA,"4 -
Very important","3 -
Moderately important","4 -
Very important","4 -
Very important","5 -
Extremely important","3 -
Moderately important",NA,Other,CPG,NA,NA,NA,NA,NA,More than 2000 ,Large,35,5,No,NA,No,NA,15%,"3 -
Moderate risk","2 -
Low risk","2 -
Low risk","4 -
High risk","4 -
High risk","4 -
High risk",NA,"1 -
Not at all concerning","1 -
Not at all concerning","5 -
Extremely concerning","5 -
Extremely concerning","4 -
Very concerning","4 -
Very concerning","2 -
Slightly concerning",NA,"Extend the number of work hours for remaining workers,Backfill with emergency personnel from third-party companies",Yes,NA,"Yes, but only partially/ temporarily",Yes,"Yes, but only partially/ temporarily",Yes,No,Yes,"Yes, but only partially/ temporarily",NA,Yes,Yes,Yes,No,No,NA,No,No,No,No,NA,NA,No,NA,This is our strategically important facility/operation,NA
